,symboling,normalized-losses,make,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,city-L/100km,highway-L/100km,price_binned,diesel,gas,std,turbo
36,0,0.21465968586387435,honda,two,hatchback,fwd,front,0.28862973760932953,0.39402985074626873,0.4188034188034192,0.4583333333333333,0.29014740108611325,ohc,four,0.18490566037735848,1bbl,0.43571428571428567,0.7190476190476192,0.125,0.17757009345794392,0.673469387755102,27,33,7895,0.29423868312757206,0.26794258373205737,Low,0,1,1,0
37,0,0.21465968586387435,honda,two,hatchback,fwd,front,0.28862973760932953,0.39402985074626873,0.4188034188034192,0.4583333333333333,0.31070597362296354,ohc,four,0.18490566037735848,1bbl,0.43571428571428567,0.7190476190476192,0.125,0.17757009345794392,0.673469387755102,27,33,9095,0.29423868312757206,0.26794258373205737,Low,0,1,1,0
38,0,0.10471204188481675,honda,four,sedan,fwd,front,0.28862973760932953,0.5119402985074628,0.4188034188034192,0.5250000000000004,0.3165244375484872,ohc,four,0.18490566037735848,1bbl,0.43571428571428567,0.7190476190476192,0.125,0.17757009345794392,0.673469387755102,27,33,8845,0.29423868312757206,0.26794258373205737,Low,0,1,1,0
39,0,0.10471204188481675,honda,four,sedan,fwd,front,0.28862973760932953,0.5119402985074628,0.18803418803418823,0.5250000000000004,0.34290147401086113,ohc,four,0.18490566037735848,1bbl,0.43571428571428567,0.7190476190476192,0.125,0.17757009345794392,0.673469387755102,27,33,10295,0.29423868312757206,0.26794258373205737,Low,0,1,1,0
40,0,0.10471204188481675,honda,four,sedan,fwd,front,0.28862973760932953,0.5119402985074628,0.4188034188034192,0.5250000000000004,0.37897595034910786,ohc,four,0.18490566037735848,mpfi,0.43571428571428567,0.7190476190476192,0.125,0.24766355140186916,0.673469387755102,24,28,12945,0.3761574074074074,0.3909774436090225,Low,0,1,1,0
41,1,0.2198952879581152,honda,two,sedan,fwd,front,0.28862973760932953,0.417910447761194,0.4871794871794873,0.2666666666666669,0.31225756400310317,ohc,four,0.18490566037735848,2bbl,0.43571428571428567,0.7190476190476192,0.13124999999999998,0.24299065420560748,0.5510204081632653,25,31,10345,0.3466666666666667,0.31239388794567063,Low,0,1,1,0
42,0,0.29842931937172773,isuzu,four,sedan,rwd,front,0.22448979591836735,0.4417910447761193,0.12820512820512817,0.47500000000000026,0.32932505818463925,ohc,four,0.18867924528301888,2bbl,0.55,0.5523809523809524,0.09375,0.14018691588785046,0.2653061224489796,24,29,6785,0.3761574074074074,0.3629764065335753,Low,0,1,1,0
43,2,0.29842931937172773,isuzu,two,hatchback,rwd,front,0.2740524781341109,0.4701492537313433,0.4188034188034192,0.3000000000000001,0.48332040341349886,ohc,four,0.2188679245283019,spfi,0.6357142857142859,0.5523809523809524,0.13749999999999996,0.19626168224299065,0.3469387755102041,24,29,11048,0.3761574074074074,0.3629764065335753,Low,0,1,1,0
44,0,0.418848167539267,jaguar,four,sedan,rwd,front,0.7696793002915451,0.8731343283582089,0.7948717948717945,0.4166666666666667,1.0,dohc,six,0.7433962264150943,mpfi,0.7785714285714285,1.0,0.06874999999999998,0.5981308411214953,0.24489795918367346,15,19,32250,0.8185185185185185,0.775623268698061,High,0,1,1,0
45,0,0.29842931937172773,jaguar,four,sedan,rwd,front,0.7696793002915451,0.8731343283582089,0.7948717948717945,0.4166666666666667,1.0,dohc,six,0.7433962264150943,mpfi,0.7785714285714285,1.0,0.06874999999999998,0.5981308411214953,0.24489795918367346,15,19,35550,0.8185185185185185,0.775623268698061,High,0,1,1,0
46,0,0.29842931937172773,jaguar,two,sedan,rwd,front,0.4489795918367347,0.7552238805970148,0.8803418803418799,0.0,0.9550038789759504,ohcv,twelve,1.0,mpfi,0.7142857142857143,0.3285714285714285,0.28125,1.0,0.3469387755102041,13,17,36000,1.0,0.9164086687306502,High,0,1,1,0
47,1,0.20418848167539266,mazda,two,hatchback,fwd,front,0.1895043731778425,0.26865671641791045,0.33333333333333376,0.5250000000000004,0.15593483320403415,ohc,four,0.11320754716981132,2bbl,0.34999999999999987,0.5142857142857143,0.125,0.09345794392523364,0.3469387755102041,30,31,5195,0.2287037037037037,0.31239388794567063,Low,0,1,1,0
48,1,0.20418848167539266,mazda,two,hatchback,fwd,front,0.1895043731778425,0.26865671641791045,0.33333333333333376,0.5250000000000004,0.15981380915438323,ohc,four,0.11320754716981132,2bbl,0.34999999999999987,0.5142857142857143,0.125,0.09345794392523364,0.3469387755102041,31,38,6095,0.20967741935483872,0.17728531855955673,Low,0,1,1,0
49,1,0.20418848167539266,mazda,two,hatchback,fwd,front,0.1895043731778425,0.26865671641791045,0.33333333333333376,0.5250000000000004,0.1617532971295578,ohc,four,0.11320754716981132,2bbl,0.34999999999999987,0.5142857142857143,0.125,0.09345794392523364,0.3469387755102041,31,38,6795,0.20967741935483872,0.17728531855955673,Low,0,1,1,0
50,1,0.2513089005235602,mazda,four,sedan,fwd,front,0.1895043731778425,0.38358208955223905,0.33333333333333376,0.5250000000000004,0.17726920093095422,ohc,four,0.11320754716981132,2bbl,0.34999999999999987,0.5142857142857143,0.125,0.09345794392523364,0.3469387755102041,31,38,6695,0.20967741935483872,0.17728531855955673,Low,0,1,1,0
51,1,0.2513089005235602,mazda,four,sedan,fwd,front,0.1895043731778425,0.38358208955223905,0.33333333333333376,0.5250000000000004,0.1792086889061288,ohc,four,0.11320754716981132,2bbl,0.3857142857142858,0.5142857142857143,0.125,0.09345794392523364,0.3469387755102041,31,38,7395,0.20967741935483872,0.17728531855955673,Low,0,1,1,0
52,3,0.44502617801047123,mazda,two,hatchback,rwd,front,0.2536443148688047,0.4164179104477613,0.4615384615384619,0.15000000000000036,0.3460046547711404,rotor,two,0.033962264150943396,4bbl,0.5647933284989125,0.5651921682378503,0.15000000000000002,0.24766355140186916,0.7551020408163265,17,23,10945,0.6797385620915033,0.5675057208237986,Low,0,1,1,0
53,3,0.44502617801047123,mazda,two,hatchback,rwd,front,0.2536443148688047,0.4164179104477613,0.4615384615384619,0.15000000000000036,0.3460046547711404,rotor,two,0.033962264150943396,4bbl,0.5647933284989125,0.5651921682378503,0.15000000000000002,0.24766355140186916,0.7551020408163265,17,23,11845,0.6797385620915033,0.5675057208237986,Low,0,1,1,0
54,3,0.44502617801047123,mazda,two,hatchback,rwd,front,0.2536443148688047,0.4164179104477613,0.4615384615384619,0.15000000000000036,0.34794414274631497,rotor,two,0.033962264150943396,4bbl,0.5647933284989125,0.5651921682378503,0.15000000000000002,0.24766355140186916,0.7551020408163265,17,23,13645,0.6797385620915033,0.5675057208237986,Low,0,1,1,0
55,3,0.44502617801047123,mazda,two,hatchback,rwd,front,0.2536443148688047,0.4164179104477613,0.4615384615384619,0.15000000000000036,0.39255236617532974,rotor,two,0.07169811320754717,mpfi,0.5647933284989125,0.5651921682378503,0.15000000000000002,0.40654205607476634,0.7551020408163265,16,23,15645,0.7447916666666666,0.5675057208237986,Low,0,1,1,0
56,1,0.33507853403141363,mazda,two,hatchback,fwd,front,0.35568513119533524,0.547761194029851,0.52991452991453,0.49166666666666714,0.34794414274631497,ohc,four,0.23018867924528302,2bbl,0.6071428571428572,0.6285714285714287,0.09999999999999998,0.16822429906542055,0.2653061224489796,26,32,8845,0.3194444444444444,0.28947368421052627,Low,0,1,1,0
57,0,0.2617801047120419,mazda,four,sedan,fwd,front,0.35568513119533524,0.547761194029851,0.52991452991453,0.6416666666666669,0.35764158262218776,ohc,four,0.23018867924528302,2bbl,0.6071428571428572,0.6285714285714287,0.09999999999999998,0.16822429906542055,0.2653061224489796,26,32,8495,0.3194444444444444,0.28947368421052627,Low,0,1,1,0
58,1,0.33507853403141363,mazda,two,hatchback,fwd,front,0.35568513119533524,0.547761194029851,0.52991452991453,0.49166666666666714,0.34794414274631497,ohc,four,0.23018867924528302,2bbl,0.6071428571428572,0.6285714285714287,0.09999999999999998,0.16822429906542055,0.2653061224489796,26,32,10595,0.3194444444444444,0.28947368421052627,Low,0,1,1,0
59,0,0.2617801047120419,mazda,four,sedan,fwd,front,0.35568513119533524,0.547761194029851,0.52991452991453,0.6416666666666669,0.35764158262218776,ohc,four,0.23018867924528302,2bbl,0.6071428571428572,0.6285714285714287,0.09999999999999998,0.16822429906542055,0.2653061224489796,26,32,10245,0.3194444444444444,0.28947368421052627,Low,0,1,1,0
60,0,0.29842931937172773,mazda,four,sedan,fwd,front,0.35568513119533524,0.547761194029851,0.52991452991453,0.6416666666666669,0.3704422032583398,ohc,four,0.23018867924528302,idi,0.6071428571428572,0.6285714285714287,0.98125,0.07476635514018691,0.20408163265306123,36,42,10795,0.1304012345679012,0.12030075187969919,Low,1,0,1,0
61,0,0.2617801047120419,mazda,four,hatchback,fwd,front,0.35568513119533524,0.547761194029851,0.52991452991453,0.6416666666666669,0.3634600465477114,ohc,four,0.23018867924528302,2bbl,0.6071428571428572,0.6285714285714287,0.09999999999999998,0.16822429906542055,0.2653061224489796,26,32,11245,0.3194444444444444,0.28947368421052627,Low,0,1,1,0
62,0,0.2774869109947644,mazda,four,sedan,rwd,front,0.533527696793003,0.5059701492537314,0.49572649572649535,0.5500000000000002,0.45849495733126455,ohc,four,0.2981132075471698,mpfi,0.8714285714285713,0.5190476190476192,0.0625,0.3364485981308411,0.3469387755102041,19,27,18280,0.5701754385964912,0.42105263157894735,Low,0,1,1,0
63,0,0.29842931937172773,mazda,four,sedan,rwd,front,0.533527696793003,0.5059701492537314,0.49572649572649535,0.5500000000000002,0.47013188518231186,ohc,four,0.27547169811320754,idi,0.6357142857142859,0.7476190476190477,0.9375,0.11214953271028037,0.02040816326530612,31,39,18344,0.20967741935483872,0.16194331983805663,Low,1,0,1,0
64,-1,0.14659685863874344,mercedes-benz,four,sedan,rwd,front,0.6822157434402332,0.7432835820895524,0.8547008547008544,0.7250000000000002,0.7862684251357641,ohc,five,0.46037735849056605,idi,0.7428571428571429,0.7476190476190477,0.90625,0.35046728971962615,0.08163265306122448,22,25,25552,0.4431818181818182,0.4884210526315789,Medium,1,0,0,1
65,-1,0.14659685863874344,mercedes-benz,four,wagon,rwd,front,0.6822157434402332,0.7432835820895524,0.8547008547008544,0.9083333333333338,0.8774243599689682,ohc,five,0.46037735849056605,idi,0.7428571428571429,0.7476190476190477,0.90625,0.35046728971962615,0.08163265306122448,22,25,28248,0.4431818181818182,0.4884210526315789,Medium,1,0,0,1
66,0,0.14659685863874344,mercedes-benz,two,hardtop,rwd,front,0.5860058309037901,0.6925373134328359,0.8547008547008544,0.5916666666666668,0.778510473235066,ohc,five,0.46037735849056605,idi,0.7428571428571429,0.7476190476190477,0.90625,0.35046728971962615,0.08163265306122448,22,25,28176,0.4431818181818182,0.4884210526315789,Medium,1,0,0,1
67,-1,0.14659685863874344,mercedes-benz,four,sedan,rwd,front,0.8454810495626819,0.917910447761194,0.9743589743589746,0.7083333333333334,0.8851823118696664,ohc,five,0.46037735849056605,idi,0.7428571428571429,0.7476190476190477,0.90625,0.35046728971962615,0.08163265306122448,22,25,31600,0.4431818181818182,0.4884210526315789,Medium,1,0,0,1
68,-1,0.29842931937172773,mercedes-benz,four,sedan,rwd,front,0.8454810495626819,0.917910447761194,0.9743589743589746,0.7250000000000002,0.873545384018619,ohcv,eight,0.6528301886792452,mpfi,0.6571428571428571,0.49047619047619057,0.08125000000000004,0.5,0.24489795918367346,16,18,34184,0.7447916666666666,0.8421052631578946,High,0,1,1,0
69,3,0.4031413612565445,mercedes-benz,two,convertible,rwd,front,0.2915451895043731,0.5850746268656719,0.8717948717948718,0.25,0.852211016291699,ohcv,eight,0.6528301886792452,mpfi,0.6571428571428571,0.49047619047619057,0.08125000000000004,0.5,0.24489795918367346,16,18,35056,0.7447916666666666,0.8421052631578946,High,0,1,1,0
70,0,0.29842931937172773,mercedes-benz,four,sedan,rwd,front,1.0,1.0,0.9743589743589746,0.7416666666666671,0.9356089992242048,ohcv,eight,0.9320754716981132,mpfi,0.8999999999999999,0.6095238095238096,0.0625,0.6355140186915887,0.14285714285714285,14,16,40960,0.9027777777777777,1.0,High,0,1,1,0
71,1,0.29842931937172773,mercedes-benz,two,hardtop,rwd,front,0.7405247813411078,0.8671641791044775,1.0,0.6333333333333334,0.8638479441427463,ohcv,eight,0.9169811320754717,mpfi,0.8999999999999999,0.6095238095238096,0.0625,0.6355140186915887,0.14285714285714285,14,16,45400,0.9027777777777777,1.0,High,0,1,1,0
72,1,0.29842931937172773,mercury,two,hatchback,rwd,front,0.4693877551020409,0.5567164179104479,0.6581196581196582,0.5833333333333334,0.5515903801396431,ohc,four,0.2981132075471698,mpfi,0.8857142857142856,0.5000000000000001,0.0625,0.5934579439252337,0.3469387755102041,19,24,16503,0.5701754385964912,0.5263157894736841,Low,0,1,0,1
73,2,0.5026178010471204,mitsubishi,two,hatchback,fwd,front,0.20699708454810514,0.24179104477611965,0.35042735042735107,0.25,0.16679596586501164,ohc,four,0.1169811320754717,2bbl,0.3071428571428573,0.5523809523809524,0.15000000000000002,0.09345794392523364,0.5510204081632653,37,41,5389,0.11711711711711714,0.13350449293966618,Low,0,1,1,0
74,2,0.5026178010471204,mitsubishi,two,hatchback,fwd,front,0.20699708454810514,0.24179104477611965,0.35042735042735107,0.25,0.1768813033359193,ohc,four,0.1169811320754717,2bbl,0.3071428571428573,0.5523809523809524,0.15000000000000002,0.09345794392523364,0.5510204081632653,31,38,6189,0.20967741935483872,0.17728531855955673,Low,0,1,1,0
75,2,0.5026178010471204,mitsubishi,two,hatchback,fwd,front,0.20699708454810514,0.24179104477611965,0.35042735042735107,0.25,0.20015515903801395,ohc,four,0.1169811320754717,2bbl,0.3071428571428573,0.5523809523809524,0.15000000000000002,0.09345794392523364,0.5510204081632653,31,38,6669,0.20967741935483872,0.17728531855955673,Low,0,1,1,0
76,1,0.5026178010471204,mitsubishi,two,hatchback,fwd,front,0.18658892128279894,0.24179104477611965,0.2991452991452991,0.25,0.2548487199379364,ohc,four,0.13962264150943396,spdi,0.34999999999999987,0.6285714285714287,0.03749999999999998,0.2523364485981308,0.5510204081632653,24,30,7689,0.3761574074074074,0.33684210526315783,Low,0,1,0,1
77,3,0.4607329842931937,mitsubishi,two,hatchback,fwd,front,0.282798833819242,0.4761194029850747,0.4358974358974365,0.13333333333333344,0.3421256788207913,ohc,four,0.18490566037735848,spdi,0.44999999999999996,0.6619047619047619,0.03125,0.3177570093457944,0.5510204081632653,23,30,9959,0.4082125603864734,0.33684210526315783,Low,0,1,0,1
78,3,0.4607329842931937,mitsubishi,two,hatchback,fwd,front,0.282798833819242,0.4761194029850747,0.4358974358974365,0.13333333333333344,0.32583397982932505,ohc,four,0.23018867924528302,2bbl,0.5785714285714286,0.6619047619047619,0.09375,0.18691588785046728,0.3469387755102041,25,32,8499,0.3466666666666667,0.28947368421052627,Low,0,1,1,0
79,3,0.29842931937172773,mitsubishi,two,hatchback,fwd,front,0.2711370262390673,0.4791044776119402,0.5128205128205127,0.20000000000000048,0.521722265321955,ohc,four,0.3584905660377358,spdi,0.7428571428571429,0.8523809523809524,0.0,0.4532710280373832,0.3469387755102041,19,24,12629,0.5701754385964912,0.5263157894736841,Low,0,1,0,1
